所属站,站组ID,分站名,平台ID,分站编号,车来了分站,经度,纬度,经停线路
广州大桥北(五羊邨),广州大桥北(五羊邨),广州大桥北(五羊邨),BV09005177,1,广州大桥北（五羊邨）①,113.309585,23.120104,122路、130路、189路、194路、204路、225路、230路、51路、53路、562路、781路、836路、882路快线、89路、B21路、夜108路
广州大桥北(五羊邨),广州大桥北(五羊邨),广州大桥北站(五羊邨),BV09377936,2,广州大桥北（五羊邨）②,113.309953,23.119929,301A路
广州大桥北站(五羊邨),广州大桥北站(五羊邨),广州大桥北,BV11474544,2,广州大桥北（五羊邨）②,113.309675,23.118890,130路、195路、225路、230路、252路、263路、266路、301A路、305路、37路、51路、53路、781路、882路快线、89路、B21路、B9路、夜23路、夜24路、夜28路、夜34路、夜43路、夜61路、夜88路
广州大桥底,广州大桥底,广州大桥底,BV11688566,,广州大桥底,113.309029,23.107135,11路、121A路、121路、204路、468路、93路、夜42路、旅游公交2线、旅游观光1线
广州大桥南,广州大桥南,广州大桥南,BV10021298,,广州大桥南,113.309384,23.103304,131B路、204路、225路、266路
广州大学总站,广州大学总,广州大学总站,BV10388552,,,113.260649,23.152434,481路环线
广州第三代半导体创新中心,广州第三代半导体创新中心,广州第三代半导体创新中心,BV09252821,,,113.532362,23.327362,新龙镇-03线
广州电大麓湖校区,广州电大麓湖校区,广州电大麓湖校区,BV11688574,,广州电大麓湖校区,113.272312,23.147826,190路、544路、546路、547路、706路、706路早间短线、76A路、76路、夜32路
广州电装公司,广州电装公司,广州电装公司,BV11209397,,广州电装公司,113.650869,23.185358,增城12路
广州东站汽车站总站,广州东站汽车站总,广州东站汽车站总站,BV10019101,,广州东站汽车站总站,113.317015,23.155830,776路
广州动车段总站,广州动车段总,广州动车段总站,BV11693147,,广州动车段总站,113.291007,22.925711,番68路
广州二中天元学校站,广州二中天元学校,广州二中天元学校站,BV11419661,,广州二中天元学校,113.594260,22.774663,南53路、南夜5路、南沙5路、南沙62路
广州芳村汽车客运站,广州芳村汽车客运,广州芳村汽车客运站,BV10388232,,,113.229860,23.082579,广州-肇庆
广州纺织学院,广州纺织学院,广州纺织学院,BV10449617,,,113.041969,23.387488,花15路
广州飞机维修公司,广州飞机维修公司,广州飞机维修公司,BV11271591,,广州飞机维修公司,113.306757,23.411215,空港1路
广州富力国际医院,广州富力国际医院,广州富力国际医院,BV11686328,,广州富力国际医院,113.302953,22.991417,301A路、番109B路
广州工商学院(花都),广州工商学院(花都),广州工商学院(花都),BV09374609,,,113.177616,23.443930,花103路
广州工商学院,广州工商学院#1,广州工商学院,BV10506703,,广州工商学院（三水校区）,112.963415,23.309117,乐平01B路
广州工商学院,广州工商学院#2,广州工商学院,BV09374599,,,113.177219,23.443845,花103路
广州国际商品展贸城,广州国际商品展贸城,广州国际商品展贸城,BV11435940,,广州国际商品展贸城,113.459103,23.042471,番60路
广州国际物流中心,广州国际物流中心,广州国际物流中心,BV10528672,,广州国际物流中心,113.306834,23.422472,708路、夜106路、空港1路、花17路A
广州海关车检场,广州海关车检场,广州海关车检场,BV10014605,,广州海关车检场,113.518635,23.160964,335路、375路、397路、569路、946路、B31路、夜49路、夜52路
广州海事博物馆,广州海事博物馆,广州海事博物馆,BV09166059,,,113.499934,23.081812,穗东街便民车01线
广州和合路口,广州和合路口,广州和合路口,BV10621030,,广州和合路口,113.516757,23.574413,从9路、从化922路
广州花卉博览园总站,广州花卉博览园总,广州花卉博览园总站,BV10021770,,广州花卉博览园（东西部扶贫协作交易市场）总站,113.199317,23.067224,207路
广州华南商贸职业学院总站,广州华南商贸职业学院总,广州华南商贸职业学院总站,BV11269593,,广州华南商贸职业学院总站,113.434997,23.373685,734路
广州火车东站,广州火车东站,广州火车东站,BV10019593,,,113.318412,23.150509,
广州火车东站总站,广州火车东站总,广州火车东站总站,BV10013973,,广州火车东站总站,113.318407,23.149696,11路、122路、137路、175路、183路、195路、209路、214路、233路、246路、263路、280路、302A路、302路、363路、41路、45路、508路、551路、59路、810路、841路、884路、B17路、B19路、B20路、夜15路、夜17路、夜28路、夜74路、夜77路、广283路、高峰快线24路
广州火车东总站,广州火车东总,广州火车东总站,BV09292568,,,113.319720,23.150710,214路
广州火车站总站,广州火车站(草暖公园)总,广州火车站(草暖公园)总站,BV09330045,,广州火车站（草暖公园）总站,113.256219,23.149259,523A路、523路快线、广231路
广州火车站总站,广州火车站(草暖公园)总,广州火车站总站,BV10014059,,广州火车站（草暖公园）总站,113.255154,23.149340,176路、210路、211路、254路、257路、523A路、523路快线、524路、52路、5路、803路、807A路、807路、862路、93路、B2A路、B2路、商务专线3路、夜11路、夜14路、夜15路、夜18路、夜25路、夜41路、夜55路、夜77路、夜79路、夜7路、夜88路、夜8路、夜96路、广231路、高峰快线21路
广州交校,广州交校,广州交校,BV09181060,,广州交校,113.658168,23.292760,370路、科教城2路
广州金沙洲,广州金沙洲,广州金沙洲,BV11247262,,,113.197576,23.139738,佛里07B路
广州康复实验学校,广州康复实验学校,广州康复实验学校,BV09208066,,广州康复实验学校,113.440671,23.375148,738路、979路
广州科技创新基地,广州科技创新基地,广州科技创新基地,BV11412826,,广州科技创新基地,113.445239,23.163627,326路、494路、496路、506路、945路
广州科贸学院,广州科贸学院,广州科贸学院,BV10019658,,广州科贸学院,113.389313,23.004180,公交地铁接驳专线8路、番51路
广州科学城总站(长安村),广州科学城总站(长安村),广州科学城总站(长安村),BV10409998,,广州科学城（长安村）总站,113.438217,23.186782,B22路
广州空港博览中心,广州空港博览中心,广州空港博览中心,BV09195621,,广州空港博览中心,113.298068,23.362514,708路、737路、空港2路、空港2路公交短线
广州空港实验中学站,广州空港实验中学,广州空港实验中学站,BV11369413,,广州空港实验中学,113.286808,23.324390,843路
广州空港实验中学正门,广州空港实验中学正门,广州空港实验中学正门,CL100011,,广州空港实验中学正门,113.287596,23.321556,704路
广州老年大学(九十七中学),广州老年大学(九十七中学),广州老年大学,BV11551949,,广州老年大学（九十七中学）,113.279872,23.091511,253路、35路、542路、812路、82路、夜43路、夜44路
广州老年大学(九十七中学),广州老年大学(九十七中学),广州老年大学(九十七中学),BV11636843,,广州老年大学（九十七中学）,113.279872,23.091511,夜33路
广州理工学院,广州理工学院,广州理工学院,BV09403290,,广州理工学院,113.456954,23.260735,354路
广州立白公司,广州立白公司,广州立白公司,BV10338277,,广州立白公司,113.422427,23.027020,番52路
广州龙涛外国语学校,广州龙涛外国语学校,广州龙涛外国语学校,BV09303680,,广州龙涛外国语学校,113.535681,23.493185,从5路、从5路长线、从夜1路
广州南华工贸技工学校(质检园区),广州南华工贸技工学校(质检园区),广州南华工贸技工学校(质检园区),BV11421980,,,113.472114,22.957886,番111路
广州南华工贸技工学校(质检院区),广州南华工贸技工学校(质检院区),广州南华工贸技工学校(质检院区),BV09310432,,,113.472490,22.957427,番111路
广州南华工贸技工学校(质检院区),广州南华工贸技工学校(质检院区),广州南华工贸技工学校,BV10825182,,广州南华工贸技工学校（质检园区）,113.472453,22.957512,番132路旅游专线
广州南汽车客运站(南站北路),广州南汽车客运站(南站北路),广州南汽车客运站(南站北路),BV11458118,,,113.265984,22.995531,番100路、番129路
广州南汽车客运站(石浦大道南),广州南汽车客运站(石浦大道南),广州南汽车客运站(石浦大道南),BV11174466,,广州南汽车客运站（石浦大道南）,113.263643,22.995115,番129路
广州南沙国际物流中心,广州南沙国际物流中心,广州南沙国际物流中心站,BV09088846,,,113.677726,22.610509,南21路、南27路
广州南站公交总站,广州南站公交总,广州南站公交总站,BV11544324,,,113.262881,22.988396,南64路快线
广州南站总站,广州南站总,广州南站总站,BV11358289,,广州南站总站,113.262856,22.988513,301A路、303A路、312路、K201路、佛211路、佛K330路/K330路快线、南64路快线、南沙K7路、夜102路、夜20路、夜61路、夜79路、桂11路、番100路、番129路、番52路、番99路、番夜5路
广州前海人寿医院,广州前海人寿医院,广州前海人寿医院,BV11092640,,广州前海人寿医院,113.823121,23.230862,增城10路、增城10路快线、增城5路、增城8路、增夜2路
广州区块链国际创新中心,广州区块链国际创新中心,广州区块链国际创新中心,BV11054720,,广州区块链国际创新中心,113.504146,23.158064,334路
广州商贸职业学校站,广州商贸职业学校,广州商贸职业学校站,BV09149594,,,113.220986,23.138393,416路
广州商学院,广州商学院,广州商学院,BV11573886,,广州商学院,113.562528,23.304281,345路、365路、370路、夜126路
广州市档案馆南,广州市档案馆南,广州市档案馆南,BV09201159,,广州市档案馆南（大学城）,113.374403,23.046169,86路、B25路、夜48路、大学城专线2路、大学城环线1路、番201路
广州市档案馆南(大学城)站,广州市档案馆南(大学城),广州市档案馆南(大学城)站,BV09201150,,广州市档案馆南（大学城）,113.374792,23.045942,B25路
广州市档案馆南总站,广州市档案馆南总,广州市档案馆南总站,BV09201157,,广州市档案馆南（大学城）总站,113.374792,23.045942,番201路、番微公交7路
广州市第八医院,广州市第八医院,广州市第八医院,BV10014465,,广州市第八医院,113.280171,23.237349,663路、798路、926路
广州市第二老人院,广州市第二老人院,广州市第二老人院站,BV09237172,,广州市第二老人院（城际镇龙站）,113.590114,23.285938,365A路、370路、夜126路
广州市儿童公园,广州市儿童公园,广州市儿童公园,BV09162721,,,113.268952,23.186150,云山红色研学巴士1号线
广州市儿童公园北门总站,广州市儿童公园北门总,广州市儿童公园北门总站,BV09239246,,广州市儿童公园北门总站,113.267586,23.189700,271路
广州市疾病中心,广州市疾病中心,广州市疾病中心,BV11658753,,,113.281337,23.231590,鹤龙4线
广州市南沙区中心医院站,广州市南沙区中心医院,广州市南沙区中心医院站,BV10546568,,,113.530173,22.791070,南34路
广州市南沙中心医院站,广州市南沙中心医院,广州市南沙中心医院站,BV10015864,,广州市南沙中心医院,113.530173,22.791070,南沙12路、南沙19路、南沙20路、南沙38路、南沙4路、南沙8路
广州市培英中学,广州市培英中学,广州市培英中学站,BV10798983,2,广州市培英中学②,113.236858,23.076448,181路、19路、222路、285路、410路、417路、583路、69路、70路、769路/769路快线、787路、811路、91路、商务专线4路、夜103路、夜11路、夜32路、夜36路、夜44路、夜72路、广275路、广277路、广565路、87路、102路
广州市中级法院,广州市中级法院,广州市中级法院,BV11658746,,,113.287009,23.229708,鹤龙4线
广州塔地铁站A口,广州塔地铁站A口,广州塔地铁站A口,BV09074388,,,113.318012,23.109807,广州塔1号线
广州塔地铁站A口站点,广州塔地铁站A口站点,广州塔地铁站A口站点,BV09074387,,,113.317871,23.109803,广州塔1号线
